Uniprot ID	kcat	unit	KEGG ID	Substrates	Products	PMID	substrate_IDs	products_IDs	complete
P00325	0.1666667	s^(-1)	R00754	Ethanol;NAD+	Acetaldehyde;NADH;H+	11964133	['C00469', 'C00003']	['C00084', 'C00004', 'C00080']	True
P00325	0.175	s^(-1)	R00754	Ethanol;NAD+	Acetaldehyde;H+;NADH	11964133	['C00469', 'C00003']	['C00084', 'C00004', 'C00080']	True
P00325	0.03833333	s^(-1)	R02878	NAD+;1-Octanol	1-Octanal;NADH	11964133	['C00756', 'C00003']	['C01545', 'C00004', 'C00080']	True
P00325	0.04	s^(-1)	R02878	NAD+;1-Octanol	NADH;1-Octanal	11964133	['C00756', 'C00003']	['C01545', 'C00004', 'C00080']	True
P00325	0.025	s^(-1)		12-Hydroxydodecanoic acid;NAD+	H+;12-Oxododecanoic acid;NADH	11964133	['InChI=1S/C12H24O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h13H,1-11H2,(H,14,15)', 'InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	['InChI=1S/p+1', 'InChI=1S/C12H22O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h11H,1-10H2,(H,14,15)', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	True
P00325	0.03	s^(-1)		NAD+;12-Hydroxydodecanoic acid	H+;NADH;12-Oxododecanoic acid	11964133	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C12H24O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h13H,1-11H2,(H,14,15)']	['InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C12H22O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h11H,1-10H2,(H,14,15)']	True
P00325	0.08666667	s^(-1)	R02124	NAD+;Retinol	NADH;all-trans-Retinal	11964133	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P00325	0.11	s^(-1)	R02124	NAD+;Retinol	NADH;all-trans-Retinal	11964133	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	0.9	s^(-1)	R02124	Retinol;NAD+	all-trans-Retinal;NADH	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P00325	0.09166667	s^(-1)		NAD+;4-Hydroxyretinol	H+;NADH;4-Hydroxyretinal	15369820	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H30O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,19,21-22H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+']	['InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H28O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,14,19,22H,11,13H2,1-5H3/b8-6+,10-9+,15-7+,16-12+']	True
P00325	2.833333	s^(-1)		4-Hydroxyretinol;NAD+	4-Hydroxyretinal;H+;NADH	15369820	['InChI=1S/C20H30O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,19,21-22H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+', 'InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	['InChI=1S/C20H28O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,14,19,22H,11,13H2,1-5H3/b8-6+,10-9+,15-7+,16-12+', 'InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	True
P08319	34.16667	s^(-1)		4-Hydroxyretinol;NAD+	4-Hydroxyretinal;H+;NADH	15369820	['InChI=1S/C20H30O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,19,21-22H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+', 'InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	['InChI=1S/C20H28O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,14,19,22H,11,13H2,1-5H3/b8-6+,10-9+,15-7+,16-12+', 'InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	True
P00325	0.08833333	s^(-1)		3,4-Didehydroretinol;NAD+	all-trans-Dehydroretinal;NADH;H+	15369820	['InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,21H,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+', 'InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	['InChI=1S/C20H26O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,15H,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/p+1']	True
P08319	2.5	s^(-1)		NAD+;3,4-Didehydroretinol	all-trans-Dehydroretinal;NADH;H+	15369820	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,21H,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+']	['InChI=1S/C20H26O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,15H,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/p+1']	True
P00325	0.01833333	s^(-1)	R02124	all-trans-Retinal;NADH	NAD+;Retinol	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P00325	0.55	s^(-1)	R02124	NADH;all-trans-Retinal	Retinol;NAD+	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	1.833333	s^(-1)	R02124	NADH;all-trans-Retinal	Retinol;NAD+	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P00325	0.1666667	s^(-1)		4-Oxoretinal;H+;NADH	NAD+;4-Oxoretinol	15369820	['InChI=1S/C20H26O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,14H,11,13H2,1-5H3/b8-6+,10-9+,15-7+,16-12+', 'InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H28O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,21H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+']	True
P00325	7.833333	s^(-1)		H+;4-Oxoretinal;NADH	NAD+;4-Oxoretinol	15369820	['InChI=1S/p+1', 'InChI=1S/C20H26O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,14H,11,13H2,1-5H3/b8-6+,10-9+,15-7+,16-12+', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H28O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,21H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+']	True
P08319	20.0	s^(-1)		H+;NADH;4-Oxoretinal	NAD+;4-Oxoretinol	15369820	['InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H26O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,14H,11,13H2,1-5H3/b8-6+,10-9+,15-7+,16-12+']	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H28O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,21H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+']	True
P00325	0.2166667	s^(-1)		H+;NADH;all-trans-Dehydroretinal	3,4-Didehydroretinol;NAD+	15369820	['InChI=1S/p+1', 'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H26O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,15H,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+']	['InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,21H,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+', 'InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1']	True
P08319	1.216667	s^(-1)		NADH;H+;all-trans-Dehydroretinal	NAD+;3,4-Didehydroretinol	15369820	['InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/p+1', 'InChI=1S/C20H26O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,15H,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+']	['InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1', 'InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6-13,21H,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+']	True
P08319	1.05	s^(-1)	R02124	Retinol;NAD+	all-trans-Retinal;NADH	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	1.05	s^(-1)	R02124	Retinol;NAD+	NADH;all-trans-Retinal	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	1.066667	s^(-1)	R02124	Retinol;NAD+	NADH;all-trans-Retinal	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	1.05	s^(-1)	R02124	NAD+;Retinol	all-trans-Retinal;NADH	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	0.6666667	s^(-1)	R02124	Retinol;NAD+	all-trans-Retinal;NADH	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P08319	1.05	s^(-1)	R02124	NAD+;Retinol	all-trans-Retinal;NADH	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P00325	0.25	s^(-1)	R02124	NAD+;Retinol	all-trans-Retinal;NADH	15369820	['C00473', 'C00003']	['C00376', 'C00004', 'C00080']	True
P13686	198.0	s^(-1)	R03024	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	2775236	['C03360', 'C00001']	['C00870', 'C00009']	True
P13686	121.0	s^(-1)		H2O;4-Methylumbelliferyl phosphate	4-Methylumbelliferone;Phosphate	2775236	['InChI=1S/H2O/h1H2', 'InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)']	['InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3']	True
P13686	119.0	s^(-1)	R00086	H2O;ATP	Phosphate;ADP	2775236	['C00002', 'C00001']	['C00008', 'C00009']	True
P13686	119.0	s^(-1)	R00159	UTP;H2O	UDP;Phosphate	2775236	['C00075', 'C00001']	['C00015', 'C00009']	True
P13686	113.0	s^(-1)	R00335	GTP;H2O	GDP;Phosphate	2775236	['C00044', 'C00001']	['C00035', 'C00009']	True
P13686	109.0	s^(-1)		Phenolphthalein diphosphate;H2O	Phosphate;Phenolphthalein	2775236	['InChI=1S/C20H16O10P2/c21-19-17-3-1-2-4-18(17)20(28-19,13-5-9-15(10-6-13)29-31(22,23)24)14-7-11-16(12-8-14)30-32(25,26)27/h1-12H,(H2,22,23,24)(H2,25,26,27)', 'InChI=1S/H2O/h1H2']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H']	True
P13686	93.0	s^(-1)	R00569	H2O;CTP	Phosphate;CDP	2775236	['C00063', 'C00001']	['C00112', 'C00009']	True
P13686	86.0	s^(-1)	R00328	GDP;H2O	Phosphate;GMP	2775236	['C00035', 'C00001']	['C00144', 'C00009']	True
P13686	79.0	s^(-1)	R00155	H2O;UDP	UMP;Phosphate	2775236	['C00015', 'C00001']	['C00105', 'C00009']	True
P13686	73.0	s^(-1)	R00122	H2O;ADP	AMP;Phosphate	2775236	['C00008', 'C00001']	['C00020', 'C00009']	True
P13686	62.0	s^(-1)		H2O;Phenolic phosphate	Phosphate;Phenol	2775236	['InChI=1S/H2O/h1H2', 'InChI=1S/C6H7O4P/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H2,7,8,9)']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H']	True
P13686	58.0	s^(-1)	R00514	CDP;H2O	Phosphate;CMP	2775236	['C00112', 'C00001']	['C00055', 'C00009']	True
P13686	53.0	s^(-1)		alpha-Naphthyl phosphate;H2O	Phosphate;alpha-Naphthol	2775236	['InChI=1S/C10H9O4P/c11-15(12,13)14-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H2,11,12,13)', 'InChI=1S/H2O/h1H2']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H']	True
P13686	2.0	s^(-1)	R00208	Phosphoenolpyruvate;H2O	Pyruvate;Phosphate	2775236	['C00074', 'C00001']	['C00022', 'C00009']	True
P13686	121.0	s^(-1)		4-Methylumbelliferyl phosphate;H2O	Phosphate;4-Methylumbelliferone	2775236	['InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)', 'InChI=1S/H2O/h1H2']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3']	True
P13686	121.0	s^(-1)		H2O;4-Methylumbelliferyl phosphate	4-Methylumbelliferone;Phosphate	2775236	['InChI=1S/H2O/h1H2', 'InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)']	['InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3']	True
P13686	121.0	s^(-1)		H2O;4-Methylumbelliferyl phosphate	Phosphate;4-Methylumbelliferone	2775236	['InChI=1S/H2O/h1H2', 'InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3']	True
P13686	121.0	s^(-1)		4-Methylumbelliferyl phosphate;H2O	Phosphate;4-Methylumbelliferone	2775236	['InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)', 'InChI=1S/H2O/h1H2']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3']	True
P13686	121.0	s^(-1)		H2O;4-Methylumbelliferyl phosphate	4-Methylumbelliferone;Phosphate	2775236	['InChI=1S/H2O/h1H2', 'InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)']	['InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3']	True
P13686	121.0	s^(-1)		4-Methylumbelliferyl phosphate;H2O	Phosphate;4-Methylumbelliferone	2775236	['InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)', 'InChI=1S/H2O/h1H2']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3']	True
P13686	121.0	s^(-1)		4-Methylumbelliferyl phosphate;H2O	Phosphate;4-Methylumbelliferone	2775236	['InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)', 'InChI=1S/H2O/h1H2']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3']	True
P13686	121.0	s^(-1)		4-Methylumbelliferyl phosphate;H2O	4-Methylumbelliferone;Phosphate	2775236	['InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)', 'InChI=1S/H2O/h1H2']	['InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3']	True
P13686	121.0	s^(-1)		H2O;4-Methylumbelliferyl phosphate	Phosphate;4-Methylumbelliferone	2775236	['InChI=1S/H2O/h1H2', 'InChI=1S/C10H9O6P/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H2,12,13,14)']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3', 'InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3']	True
