rxn_id	kegg_reaction_id	ec_code	substrates	products
MAR01568	R00710	1.2.1.4	C00084;C00001;C00003	C00033;C00080;C00004
MAR03853	R02530	4.4.1.5	C00051;C00546	C03451
MAR03854	R02531	1.1.1.21	C00080;C00546;C00004	C05999;C00003
MAR03855	R02577	1.1.1.21	C00080;C05999;C00005	C00006;C00583
MAR03857	R01736	3.1.2.6	C03451;C00001	C00256;C00051;C00080
MAR03859	R00197	1.1.2.4	C00256;C00125	C00126;C00080;C00022
MAR04087	R00214	1.1.1.38	C00149;C00003	C00011;C00004;C00022
MAR04089	R00216	1.1.1.38	C00149;C00006	C00011;C00005;C00022
MAR04091	R00216	1.1.1.38	C00149;C00006	C00011;C00005;C00022
MAR04093	R00227	3.1.2.1	C00024;C00001	C00033;C00010;C00080
MAR04095	R00227	3.1.2.1	C00024;C00001	C00033;C00010;C00080
MAR04101	R00431	4.1.1.32	C00044;C00036	C00011;C00035;C00074
MAR04103	R00431	4.1.1.32	C00044;C00036	C00011;C00035;C00074
MAR04143	R00344	6.4.1.1	C00002;C00288;C00022	C00008;C00080;C00036;C00009
MAR04193	R00572	2.7.1.40	C00112;C00080;C00074	C00063;C00022
MAR08497	R02528	1.1.1.21	C00080;C00546;C00005	C05235;C00006
MAR08502	R03082	1.1.1.1	C03451;C00080;C00004	C00937;C00051;C00003
MAR08504	R01735	1.2.1.3	C00937;C00001;C00003	C00256;C00080;C00004
MAR08511	R01736	3.1.2.6	C03451;C00001	C00256;C00051;C00080
MAR08512	R00704	1.1.2.4	C00256;C00003	C00080;C00004;C00022
MAR08514	R00196	1.1.2.4	C00125;C00186	C00126;C00080;C00022
MAR08517	R01016	4.2.3.3	C00118	C00546;C00009
MAR04280	R00703	1.1.1.27	C00080;C00004;C00022	C00186;C00003
MAR00153	R00925	6.2.1.17	C00002;C00010;C00163	C00020;C00013;C00100
MAR03212	R00924	1.3.99.3	C00016;C00100	C00894;C01352
MAR03797	R00925	6.2.1.17	C00002;C00010;C00163	C00020;C00013;C00100
MAR03800	R10996	1.2.4.4	C00109;C00080;C00068	C00011;C21017
MAR04105	R00233	4.1.1.9	C00080;C00083	C00024;C00011
MAR04106	R00233	4.1.1.9	C00080;C00083	C00024;C00011
MAR04107	R00233	4.1.1.9	C00080;C00083	C00024;C00011
MAR04282	R00705	1.2.1.18	C00222;C00010;C00003	C00024;C00011;C00004
MAR04331	R00926	6.2.1.17	C00020;C00080;C00100	C00010;C05983
MAR04459	R01354	6.2.1.1	C00002;C00080;C00163	C00013;C05983
MAR04460	R01354	6.2.1.1	C00002;C00080;C00163	C00013;C05983
MAR04464	R01366	4.1.1.4	C00164;C00080	C00207;C00011
MAR04497	R01608	1.1.1.59	C01013;C00003	C00222;C00080;C00004
MAR04741	R03158	3.1.2.4	C05668;C00001	C00010;C00080;C01013
MAR09804	R04919	1.1.1.-	C05668;C00006	C00080;C00005;C05989
MAR00718	R03534	1.1.99.2	C00026;C01352	C02630;C00016
MAR00719	R08198	1.1.1.95	C00026;C00080;C00004	C02630;C00003
MAR01434	R00238	2.3.1.9	C00332;C00010	C00024
MAR01436	R01357	6.2.1.16	C00164;C00002;C00010	C00332;C00020;C00013
MAR03163	R01175	1.3.99.3	C00136;C00016	C00877;C01352
MAR04461	R01361	1.1.1.30	C01089;C00003	C00164;C00080;C00004
MAR04604	R01978	2.3.3.10	C00332;C00024;C00001	C00010;C00080;C00356
MAR05351	R01000	1.1.1.27	C05984;C00003	C00109;C00080;C00004
MAR07709	R03027	4.2.1.55	C03561	C00877;C00001
MAR04052	R01049	2.7.6.1	C00002;C00117	C00020;C00080;C00119
MAR04304	R00835	1.1.1.49	C00092;C00006	C01236;C00080;C00005
MAR04350	R01051	2.7.1.15	C00008;C00080;C00117	C00002;C00121
MAR04351	R01056	5.3.1.6	C00117	C00199
MAR04352	R01056	5.3.1.6	C00117	C00199
MAR04354	R01057	5.4.2.2	C00620	C00117
MAR04398	R01066	4.1.2.4	C00673	C00084;C00118
MAR04404	R01067	2.2.1.1	C00231;C00279	C00085;C00118
MAR04473	R01528	1.1.1.44	C00345;C00006	C00011;C00005;C00199
MAR04474	R01528	1.1.1.44	C00345;C00006	C00011;C00005;C00199
MAR04476	R01737	2.3.1.57	C00345;C00008;C00080	C00002;C00257
MAR04477	R01529	5.1.3.1	C00231	C00199
MAR04501	R01641	2.2.1.1	C00231;C00117	C00118;C05382
MAR04565	R08575	2.2.1.2	C00118;C05382	C00279;C00085
MAR04567	R01843	2.7.1.11	C00002;C05382	C00008;C00080;C00447
MAR09799	R01844	2.7.1.14	C00002;MAM03165c	C00008;C00080;C05382
MAR09800	R03819	2.7.1.3	C00002;MAM03165c	C00008;C00080;C06222
MAR04623	R02035	3.1.1.31	C01236;C00001	C00345;C00080
MAR04625	R02035	3.1.1.31	C01236;C00001	C00345;C00080
MAR04710	R02749	5.4.2.7	C00672	C00673
MAR08074	R02750	2.7.1.15	C00002;C01801	C00673;C00008;C00080
MAR08653	R10520	3.1.1.31	C01236;C00080;C00004	C00092;C00003
MAR03998	R00122	3.6.1.5	C00008;C00001	C00020;C00080;C00009
MAR04000	R00089	4.6.1.1	C00002	C00575;C00013
MAR04002	R00127	2.7.4.3	C00008	C00020;C00002
MAR04004	R00127	2.7.4.3	C00008	C00020;C00002
MAR04010	R00183	3.1.3.5	C00020;C00001	C00212;C00009
MAR04081	R00183	3.1.3.5	C00020;C00001	C00212;C00009
MAR04082	R00183	3.1.3.5	C00020;C00001	C00212;C00009
MAR04012	R00185	2.7.1.20	C00212;C00002	C00008;C00020;C00080
MAR04014	R00191	3.1.4.17	C00575;C00001	C00020;C00080
MAR04020	R00332	2.7.4.8	C00008;C00035	C00002;C00144
MAR04022	R00434	4.6.1.1	C00044	C00942;C00013
MAR04038	R01127	3.5.4.10	C04734	C00001;C00130
MAR04040	R01130	1.1.1.205	C00001;C00130;C00003	C00080;C00004;C00655
MAR04042	R01135	6.3.4.4	C00049;C00044;C00130	C03794;C00035;C00080;C00009
MAR04046	R01231	6.3.5.2	C00002;C00064;C00001;C00655	C00020;C00025;C00144;C00080;C00013
MAR04048	R01234	3.1.4.17	C00942;C00001	C00144;C00080
MAR04080	R00181	3.5.4.17	C00020;C00001	C00130;C00014
MAR04085	R00190	2.4.2.7	C00147;C00119	C00020;C00013
MAR04086	R00190	2.4.2.7	C00147;C00119	C00020;C00013
MAR04134	R00328	3.6.1.5	C00035;C00001	C00144;C00080;C00009
MAR04135	R00332	2.7.4.8	C00008;C00035	C00002;C00144
MAR04168	R00426	3.6.1.19	C00044;C00001	C00144;C00080;C00013
MAR04171	R00430	2.7.1.40	C00035;C00080;C00074	C00044;C00022
MAR04290	R00719	3.6.1.5	C00001;C00081	C00080;C00104;C00009
MAR04406	R01072	2.4.2.14	C00064;C00001;C00119	C03090;C00025;C00013
MAR04412	R01083	4.3.2.2	C00020;C00122	C03794
MAR04417	R01126	3.1.3.5	C00001;C00130	C00294;C00009
MAR04418	R01132	2.4.2.8	C00262;C00119	C00130;C00013
MAR04419	R01134	1.7.1.7	C00144;C00080;C00005	C00130;C00006;C00014
MAR04421	R01138	2.7.1.40	C00206;C00080;C00074	C00131;C00022
MAR04449	R01227	3.1.3.5	C00144;C00001	C00387;C00009
MAR04450	R01227	3.1.3.5	C00144;C00001	C00387;C00009
MAR04451	R01228	2.7.1.73	C00008;C00144;C00080	C00002;C00387
MAR04452	R01229	2.4.2.8	C00242;C00119	C00144;C00013
MAR04453	R01230	6.3.4.1	C00002;C00014;C00655	C00020;C00144;C00080;C00013
MAR04480	R01547	2.7.4.11	C00008;C00206	C00002;C00360
MAR04481	R01560	3.5.4.4	C00212;C00001	C00294;C00014
MAR04482	R01560	3.5.4.4	C00212;C00001	C00294;C00014
MAR04486	R00725	2.7.1.1	C00031;C00081	C00092;C00080;C00104
MAR04487	R01139	2.7.1.1	C00131;C00031	C00206;C00092;C00080
MAR04488	R00876	2.7.1.1	C02336;C00081	C00085;C00080;C00104
MAR04489	R01140	2.7.1.1	C00131;C02336	C00206;C00085;C00080
MAR04492	R01327	2.7.1.1	C00081;C00159	C00080;C00104;C00275
MAR04493	R01330	2.7.1.1	C00131;C00159	C00206;C00080;C00275
MAR04495	R01964	2.7.1.1	C00329;C00081	C00352;C00080;C00104
MAR04496	R01965	2.7.1.1	C00131;C00329	C00206;C00352;C00080
MAR04518	R01676	3.5.4.3	C00242;C00001	C00014;C00385
MAR04519	R01768	1.17.1.4	C00001;C00262;C00003	C00080;C00004;C00385
MAR04520	R01769	1.17.3.2	C00001;C00262;C00007	C00027;C00385
MAR04573	R01858	2.7.1.40	C00361;C00080;C00074	C00286;C00022
MAR04574	R01863	2.4.2.1	C00294;C00009	C00262;C00620
MAR04600	R01967	2.7.1.113	C00002;C00330	C00008;C00362;C00080
MAR04602	R01968	3.1.3.5	C00362;C00001	C00330;C00009
MAR04603	R01969	2.4.2.1	C00672;C00242	C00330;C00009
MAR04611	R02014	1.17.4.1	C00002;C00342	C00131;C00001;C00343
MAR04612	R02017	1.17.4.1	C00008;C00342	C00206;C00001;C00343
MAR04614	R02020	1.17.4.1	C00044;C00342	C00286;C00001;C00343
MAR04615	R02019	1.17.4.1	C00035;C00342	C00361;C00001;C00343
MAR04617	R02022	1.17.4.1	C00063;C00342	C00458;C00001;C00343
MAR04618	R02023	1.17.4.1	C00342;C00075	C00460;C00001;C00343
MAR04619	R02024	1.17.4.1	C00112;C00342	C00705;C00001;C00343
MAR04621	R02018	1.17.4.1	C00342;C00015	C01346;C00001;C00343
MAR04632	R02088	3.1.3.5	C00360;C00001	C00559;C00009
MAR04646	R02103	1.17.1.4	C00001;C00003;C00385	C00080;C00004;C00366
MAR04648	R02103	1.17.1.4	C00001;C00003;C00385	C00080;C00004;C00366
MAR04649	R02107	1.17.3.2	C00001;C00007;C00385	C00027;C00366
MAR04650	R02107	1.17.3.2	C00016;C00001;C00385	C01352;C00366
MAR04651	R02147	2.4.2.15	C00387;C00009	C00242;C00620
MAR04663	R02297	2.4.2.1	C00009;C01762	C00620;C00385
MAR04664	R02142	2.4.2.22	C00119;C00385	C00013;C00655
MAR04694	R02556	3.5.4.4	C00559;C00001	C05512;C00014
MAR04695	R02557	2.4.2.1	C00672;C00147	C00559;C00009
MAR04705	R02719	3.1.3.5	C00001;C00655	C00009;C01762
MAR04709	R02748	2.4.2.1	C00672;C00262	C05512;C00009
MAR04799	R04144	6.3.4.13	C03090;C00002;C00037	C00008;C03838;C00080;C00009
MAR04802	R04208	6.3.3.1	C04640;C00002	C00008;C03373;C00080;C00009
MAR04804	R04209	4.1.1.21	C04751;C00080	C03373;C00011
MAR04808	R04463	6.3.5.3	C00002;C00064;C00001;C04376	C04640;C00008;C00025;C00080;C00009
MAR04810	R04591	6.3.2.6	C04751;C00049;C00002	C00008;C00080;C00009;C04823
MAR04812	R04559	4.3.2.2	C04677;C00122	C04823
MAR04814	R04560	2.1.2.3	C00234;C04677	C04734;C00101
MAR05301	R00968	2.7.1.48	C00044;C00299	C00035;C00080;C00105
MAR05353	R02090	2.7.4.8	C00008;C00361	C00002;C00362
MAR06601	R02422	3.5.3.4	C00499;C00001	C00086;C00603
MAR06609	R02425	3.5.2.5	C01551;C00001	C00499;C00080
MAR06611	R02106	1.7.3.3	C00001;C00007;C00366	C11821;C00027
MAR07144	R01054	3.6.1.13	C00301;C00001	C00020;C00080;C00117
MAR08755	R01769	1.17.3.2	C00016;C00001;C00262	C01352;C00385
MAR04016	R00330	2.7.4.6	C00008;C00044	C00002;C00035
MAR04018	R00330	2.7.4.6	C00008;C00044	C00002;C00035
MAR04044	R01137	2.7.4.6	C00008;C00131	C00002;C00206
MAR04291	R00722	2.7.4.6	C00008;C00081	C00002;C00104
MAR04420	R01137	2.7.4.6	C00008;C00131	C00002;C00206
MAR04570	R01857	2.7.4.6	C00008;C00286	C00002;C00361
MAR04572	R01857	2.7.4.6	C00008;C00286	C00002;C00361
MAR04006	R00156	2.7.4.6	C00008;C00075	C00002;C00015
MAR04028	R00570	2.7.4.6	C00008;C00063	C00002;C00112
MAR04030	R00570	2.7.4.6	C00008;C00063	C00002;C00112
MAR04670	R02326	2.7.4.6	C00008;C00458	C00002;C00705
MAR04673	R02331	2.7.4.6	C00008;C00460	C00002;C01346
MAR04675	R02331	2.7.4.6	C00002;C01346	C00008;C00460
MAR04635	R02093	2.7.4.6	C00008;C00459	C00002;C00363
MAR03793	R02050	2.6.1.40	C00349;C00041	C01205;C00022
MAR03931	R02016	1.8.1.9	C00080;C00005;C00343	C00006;C00342
MAR03969	R00970	2.7.1.48	C00081;C00299	C00080;C00104;C00105
MAR03970	R00963	3.1.3.5	C00001;C00105	C00009;C00299
MAR04008	R00158	2.7.4.14	C00008;C00015	C00002;C00105
MAR04032	R00571	6.3.4.2	C00002;C00014;C00075	C00008;C00063;C00080;C00009
MAR04034	R00575	6.3.5.5	C00002;C00064;C00001;C00288	C00008;C00169;C00025;C00080;C00009
MAR04036	R00965	4.1.1.23	C00080;C01103	C00011;C00105
MAR04050	R01397	2.1.3.2	C00080;C00438;C00009	C00049;C00169
MAR04056	R01569	3.1.3.5	C00364;C00001	C00009;C00214
MAR04059	R00155	3.6.1.5	C00001;C00015	C00080;C00009;C00105
MAR04060	R00155	3.6.1.5	C00001;C00015	C00080;C00009;C00105
MAR04127	R00287	3.6.1.8	C00001;C00029	C00103;C00080;C00105
MAR04177	R00511	3.1.3.5	C00055;C00001	C00475;C00009
MAR04179	R00511	3.1.3.5	C00055;C00001	C00475;C00009
MAR04182	R00517	2.7.1.-	C00475;C00044	C00055;C00035;C00080
MAR04183	R00514	3.6.1.5	C00112;C00001	C00055;C00080;C00009
MAR04192	R00569	3.6.1.5	C00063;C00001	C00112;C00080;C00009
MAR04194	R00573	6.3.4.2	C00002;C00064;C00001;C00075	C00008;C00063;C00025;C00080;C00009
MAR04210	R00659	2.7.1.40	C00080;C00074;C00015	C00022;C00075
MAR04211	R00662	3.6.1.19	C00001;C00075	C00080;C00013;C00105
MAR04343	R00966	2.4.2.9	C00119;C00106	C00013;C00105
MAR04345	R00978	1.3.1.2	C00429;C00006	C00080;C00005;C00106
MAR04346	R02269	3.5.2.2	C00429;C00001	C02642;C00080
MAR04470	R01414	1.3.1.2	C00080;C00004;C00178	C00906;C00003
MAR04471	R01414	1.3.1.2	C00080;C00004;C00178	C00906;C00003
MAR04472	R01415	1.3.1.2	C00080;C00005;C00178	C00906;C00006
MAR04484	R01569	3.1.3.5	C00364;C00001	C00009;C00214
MAR04485	R01570	2.4.2.1	C00672;C00178	C00009;C00214
MAR04510	R01664	3.1.3.5	C00239;C00001	C00881;C00009
MAR04512	R01665	2.7.4.14	C00008;C00705	C00002;C00239
MAR04513	R01666	2.7.1.74	C00002;C00881	C00008;C00239;C00080
MAR04514	R02485	3.5.4.14	C00881;C00001	C00526;C00014
MAR04577	R01870	2.4.2.10	C00295;C00119	C01103;C00013
MAR04579	R01876	2.4.2.3	C00009;C00299	C00620;C00106
MAR04580	R01878	3.5.4.5	C00475;C00001	C00014;C00299
MAR04608	R01993	3.5.2.3	C00337;C00001	C00080;C00438
MAR04575	R01869	1.3.5.2	C00337;C00061	C00295;MAM20019c
MAR04637	R02094	2.7.4.12	C00008;C00363	C00002;C00364
MAR04642	R02102	3.1.3.-	C00365;C00001	C00526;C00009
MAR04643	R02100	3.6.1.23	C00460;C00001	C00365;C00080;C00013
MAR04644	R02101	2.1.1.45	C00143;C00365	C00415;C00364
MAR04672	R02325	3.5.4.13	C00458;C00001	C00460;C00014
MAR04676	R02372	2.7.1.48	C00475;C00460	C00055;C01346;C00080
MAR04736	R03055	3.5.2.2	C00906;C00001	C05100;C00080
MAR04819	R04666	3.5.1.6	C05100;C00080;C00001	C00011;C01205;C00014
MAR05299	R00964	2.7.1.48	C00002;C00299	C00008;C00080;C00105
MAR05352	R02332	2.7.1.48	C00460;C00299	C01346;C00080;C00105
MAR05415	R02017	1.17.4.1	C00206;C00001;C00343	C00008;C00342
MAR05416	R02019	1.17.4.1	C00361;C00001;C00343	C00035;C00342
MAR05417	R02016	1.8.1.9	C00080;C00343;C00005	C00342;C00006
MAR06621	R02023	1.17.4.1	C00460;C00001;C00343	C00342;C00075
MAR06622	R02023	1.17.4.1	C00342;C00075	C00460;C00001;C00343
MAR07744	R01055	4.2.1.70	C00001;C01168	C00117;C00106
MAR03966	R00087	3.6.1.19	C00002;C00001	C00020;C00080;C00013
MAR03968	R02098	2.7.4.9	C00008;C01346	C00002;C00365
MAR03999	R00122	3.6.1.5	C00008;C00001	C00020;C00080;C00009
MAR04024	R00512	2.7.4.14	C00008;C00112	C00002;C00055
MAR04026	R00512	2.7.4.14	C00008;C00112	C00002;C00055
MAR04054	R01567	2.7.1.21	C00002;C00214	C00008;C00364;C00080
MAR04061	R00159	3.6.1.39	C00001;C00075	C00080;C00009;C00015
MAR04136	R00335	3.6.5.1	C00044;C00001	C00035;C00080;C00009
MAR04180	R00513	2.7.1.48	C00002;C00475	C00008;C00055;C00080
MAR04185	R00529	2.7.7.4	C00002;C00080;C00059	C00224;C00013
MAR04186	R00509	2.7.1.25	C00224;C00002	C00008;C00080;C00053
MAR04342	R00961	3.6.1.5	C00001;C00104	C00080;C00130;C00009
MAR04344	R00977	1.3.1.1	C00429;C00003	C00080;C00004;C00106
MAR04483	R01567	2.7.1.21	C00002;C00214	C00008;C00364;C00080
MAR04507	R01663	3.5.4.12	C00239;C00001	C00365;C00014
MAR04516	R01667	3.6.1.12	C00705;C00001	C00239;C00080;C00009
MAR04601	R01967	2.7.1.113	C00002;C00330	C00008;C00362;C00080
MAR04633	R02089	2.7.1.76	C00002;C00559	C00008;C00360;C00080
MAR04640	R02098	2.7.4.4	C00002;C00365	C00008;C01346
MAR04641	R02099	2.7.1.21	C00002;C00526	C00008;C00365;C00080
MAR04680	R02484	2.4.2.3	C00672;C00106	C00526;C00009
MAR04806	R04325	2.1.2.2	C00234;C03838	C00080;C04376;C00101
MAR05394	R02145	3.5.4.15	C00387;C00001	C00014;C01762
MAR06625	R02099	2.7.1.21	C00002;C00526	C00008;C00365;C00080
MAR06626	R02102	3.1.3.-	C00365;C00001	C00526;C00009
MAR07160	R00379	2.7.7.7	C00131;C00458;C00286;C00459	C00039;C00013
MAR07161	R00444	2.7.7.6	C00002;C00063;C00044;C00075	C00013;C00046
MAR07713	R00183	3.1.3.5	C00020;C00001	C00212;C00009
MAR07716	R00963	3.1.3.5	C00001;C00105	C00009;C00299
MAR07721	R00511	3.1.3.5	C00055;C00001	C00475;C00009
MAR07725	R01569	3.1.3.-	C00364;C00001	C00009;C00214
MAR07728	R01227	3.1.3.5	C00144;C00001	C00387;C00009
MAR07875	R00158	2.7.4.14	C00008;C00015	C00002;C00105
MAR07876	R00158	2.7.4.14	C00008;C00015	C00002;C00105
MAR07878	R03530	2.7.4.6	C00008;C01345	C00002;C01344
MAR07881	R03530	2.7.4.6	C00008;C01345	C00002;C01344
MAR07882	R00330	2.7.4.6	C00008;C00044	C00002;C00035
MAR07883	R00156	2.7.4.6	C00008;C00075	C00002;C00015
MAR07884	R00156	2.7.4.6	C00008;C00075	C00002;C00015
MAR07885	R00570	2.7.4.6	C00008;C00063	C00002;C00112
MAR07886	R02093	2.7.4.6	C00008;C00459	C00002;C00363
MAR07887	R02093	2.7.4.6	C00008;C00459	C00002;C00363
MAR07888	R01857	2.7.4.6	C00008;C00286	C00002;C00361
MAR07889	R02331	2.7.4.6	C00008;C00460	C00002;C01346
MAR07890	R02326	2.7.4.6	C00008;C00458	C00002;C00705
MAR07891	R02326	2.7.4.6	C00008;C00458	C00002;C00705
MAR07892	R01137	2.7.4.6	C00008;C00131	C00002;C00206
MAR07893	R00722	2.7.4.6	C00008;C00081	C00002;C00104
MAR07894	R03530	2.7.4.6	C00008;C01345	C00002;C01344
MAR07895	R00722	2.7.4.6	C00008;C00081	C00002;C00104
MAR08083	R01234	3.1.4.35	C00942;C00001	C00144;C00080
MAR08085	R01234	3.1.4.17	C00942;C00001	C00144;C00080
MAR08087	R00191	3.1.4.17	C00575;C00001	C00020;C00080
MAR08443	R00951	3.6.1.13	C00498;C00001	C00020;C00103;C00080
MAR08444	R02677	3.6.1.13	C06192;C00001	C00020;C00080;C00636
MAR08446	R01878	3.5.4.5	C00475;C00001	C00014;C00299
MAR08458	R00512	2.7.4.14	C00008;C00112	C00002;C00055
MAR08459	R01665	2.7.4.14	C00008;C00705	C00002;C00239
MAR08473	R02556	3.5.4.4	C00559;C00001	C05512;C00014
MAR08474	R00085	3.6.1.5	C00002;C00001	C00020;C00080;C00009
MAR08478	R01666	2.7.1.74	C00008;C00239;C00080	C00002;C00881
MAR08480	R02485	3.5.4.5	C00881;C00001	C00526;C00014
MAR08482	R02016	1.8.1.9	C00080;C00005;C00343	C00006;C00342
MAR08483	R02100	3.6.1.23	C00460;C00001	C00365;C00080;C00013
MAR08485	R00155	3.6.1.6	C00001;C00015	C00080;C00009;C00105
MAR08486	R01561	2.4.2.1	C00212;C00009	C00147;C00620
MAR08487	R00963	3.1.3.5	C00001;C00105	C00009;C00299
MAR08488	R02720	3.6.1.19	C00001;C00700	C00080;C00013;C00655
MAR08489	R00720	3.6.1.19	C00001;C00081	C00080;C00130;C00013
MAR08493	R01664	3.1.3.2	C00239;C00001	C00881;C00009
MAR08494	R02088	3.1.3.2	C00360;C00001	C00559;C00009
MAR08495	R01968	3.1.3.2	C00362;C00001	C00330;C00009
MAR03802	R00243	1.4.1.3	C00026;C00080;C00004;C00014	C00025;C00001;C00003
MAR03804	R00248	1.4.1.3	C00026;C00080;C00005;C00014	C00025;C00001;C00006
MAR03811	R01954	6.3.4.5	C00049;C00002;C00327	C00020;C03406;C00080;C00013
MAR03813	R01086	4.3.2.1	C00062;C00122	C03406
MAR03822	R00707	1.5.1.12	C03912;C00001;C00003	C00025;C00080;C00004
MAR03827	R00355	2.6.1.1	C00026;C00049	C00025;C00036
MAR03829	R00355	2.6.1.1	C00026;C00049	C00025;C00036
MAR03862	R00485	3.4.19.5	C00152;C00001	C00049;C00080;C00014
MAR03865	R02619	2.6.1.1	C00606;C00026;C00080	C05527;C00025
MAR03870	R00115	1.8.1.7	C00127;C00080;C00005	C00051;C00006
MAR03873	R00149	6.3.4.16	C00002;C00011;C00001;C00014	C00008;C00169;C00080;C00009
MAR03890	R00253	6.3.1.2	C00002;C00025;C00014	C00008;C00064;C00009
MAR03892	R00256	3.5.1.2	C00064;C00001	C00025;C00080;C00014
MAR09802	R00256	3.5.1.2	C00064;C00001	C00025;C00080;C00014
MAR03899	R00258	2.6.1.2	C00026;C00041	C00025;C00022
MAR03903	R00578	6.3.5.4	C00049;C00002;C00064;C00001	C00020;C00152;C00025;C00080;C00013
MAR04109	R00258	2.6.1.2	C00026;C00041	C00025;C00022
MAR04114	R00269	3.5.1.3	C00940;C00001	C00026;C00080;C00014
MAR04115	R00269	3.5.1.3	C00940;C00001	C00026;C00080;C00014
MAR04118	R00115	1.8.1.7	C00127;C00080;C00005	C00051;C00006
MAR04172	R00485	3.5.1.1	C00152;C00001	C00049;C00080;C00014
MAR04196	R00576	2.6.1.15	C00064;C00022	C00940;C00041
MAR04197	R00576	2.6.1.15	C00064;C00022	C00940;C00041
MAR04287	R00714	1.2.1.16	C00001;C00006;C00232	C00080;C00005;C00042
MAR04690	R00261	4.1.1.15	C00025;C00080	C00334;C00011
MAR04693	R01648	2.6.1.19	C00334;C00026	C00025;C00232
MAR06780	R00734	2.6.1.5	C00026;C00082	C01179;C00025
MAR07641	R00359	1.4.3.1	C00402;C00016;C00001	C01352;C00080;C00014;C00036
MAR08628	R00488	3.5.1.15	C00001;C01042	C00033;C00049
MAR03806	R00245	1.5.1.12	C00025;C00080;C00004	C00001;C01165;C00003
MAR03807	R00667	2.6.1.13	C00026;C00077	C00025;C01165
MAR03809	R01398	2.1.3.3	C00327;C00080;C00009	C00169;C00077
MAR03816	R00551	3.5.3.1	C00062;C00001	C00077;C00086
MAR03819	R03314	1.5.1.12	C03912;C00080;C00001	C01165
MAR03820	R03314	1.5.1.12	C03912;C00080;C00001	C01165
MAR03832	R00552	3.5.3.6	C00062;C00001	C00327;C00080;C00014
MAR03833	R01251	1.5.1.2	C03912;C00080;C00005	C00006;C00148
MAR03835	R01248	1.5.1.2	C03912;C00080;C00004	C00003;C00148
MAR03837	R01248	1.5.1.2	C03912;C00080;C00004	C00003;C00148
MAR03895	R00239	2.7.2.11	C00002;C00025	C00008;C03287
MAR03897	R03313	1.2.1.41	C03287;C00080;C00005	C01165;C00006;C00009
MAR03956	R10092	4.2.1.1	C00011;C00001	C00080;C00288
MAR03993	R00111	1.14.13.39	C05933;C00005;C00007	C00327;C00080;C00001;C00006;C00533
MAR04073	R00178	4.1.1.50	C00080;C00019	C00011;C01137
MAR04075	R01920	2.5.1.16	C00134;C01137	C00170;C00080;C00315
MAR04077	R02869	2.5.1.16	C01137;C00315	C00170;C00080;C00750
MAR04190	R00558	1.14.13.39	C00062;C00080;C00005;C00007	C00001;C05933;C00006
MAR04191	R00566	4.1.1.19	C00062;C00080	C00179;C00011
MAR04212	R00670	4.1.1.17	C00080;C00077	C00011;C00134
MAR04422	R00670	4.1.1.17	C00080;C00077	C00011;C00134
MAR04423	R01151	1.4.3.10	C00001;C00007;C00134	C00555;C00080;C00027;C00014
MAR04424	R01157	3.5.3.11	C00179;C00001	C00134;C00086
MAR04583	R01883	2.1.1.2	C00300;C00080;C00021	C00581;C00019
MAR04605	R01986	1.2.1.3	C00555;C00001;C00006	C00334;C00080;C00005
MAR04606	R01991	6.3.2.11	C00334;C00002;C00135	C00020;C00080;C00884;C00013
MAR04607	R01992	3.4.13.18	C00001;C00884	C00334;C00135
MAR04776	R01252	1.14.11.2	C00026;C00007;C00148	C00011;C00042;C01157
MAR04777	R01252	1.14.11.2	C00026;C00007;C00148	C00011;C00042;C01157
MAR04778	R03291	1.5.1.2	C00003;C01157	C00080;C04281;C00004
MAR04779	R03291	1.5.1.2	C00003;C01157	C00080;C04281;C00004
MAR04780	R03293	1.5.1.2	C00006;C01157	C00080;C04281;C00005
MAR04781	R03293	1.5.1.2	C00006;C01157	C00080;C04281;C00005
MAR04784	R04444	1.5.1.12	C00001;C04281;C00003	C00080;C05947;C00004
MAR04785	R04445	1.5.1.12	C00001;C04281;C00006	C00080;C05947;C00005
MAR04786	R05052	2.6.1.1	C00026;C05947	C01127;C00025
MAR04787	R00470	4.1.3.16	C01127	C00048;C00022
MAR05384	R01402	2.4.2.28	C00170;C00009	C00147;C04188
MAR06955	R07408	2.6.1.82	C15668;C00001	C00555
MAR06958	R03899	1.5.3.13	C00001;C02567;C00007	MAM01250c;C00027;C00315
MAR06959	R03899	1.5.3.13	C00016;C00001;C02567	MAM01250x;C01352;C00315
MAR06961	R09074	1.5.3.13	C00001;C00612;C00007	MAM01250c;C00027;C00134
MAR06962	R09074	1.5.3.13	C00016;C00001;C00612	MAM01250x;C01352;C00134
MAR06965	R07477	2.5.1.46	MAM01661c;C00080;C00004	C00003;C00315
MAR08096	R04443	1.5.1.12	C00080;C00001;C04281	C05938
MAR08097	R05051	1.5.1.12	C00080;C05947;C00004	C00001;C05938;C00003
MAR08098	R05053	2.6.1.21	C05947;C00036	C01127;C00049
MAR08425	R00669	3.5.1.14	C00001;C00437	C00033;C00077
MAR08426	R00551	3.5.3.1	C00062;C00001	C00077;C00086
MAR08603	R01154	2.3.1.57	C00024;C00134	C00010;C00080;C02714
MAR08604	R04025	1.4.3.4	C00001;C02714;C00007	C00080;C00027;C05936;C00014
MAR08605	R05050	1.2.1.3	C00001;C05936;C00003	C02946;C00080;C00004
