RxnID	EC_Code	Uniprot	KEGG_Substrate	KEGG_Product
MAR03905	1.1.1.1	P11766	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	Q8IWW8	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	P07327	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	Q8N4Q0	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	P40394	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	P00326	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	P08319	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	P00325	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.1	P28332	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P11766	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	Q8IWW8	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P07327	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	Q8N4Q0	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P40394	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P00326	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P08319	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P00325	C00469;C00003	C00084;C00080;C00004
MAR03905	1.1.1.71	P28332	C00469;C00003	C00084;C00080;C00004
MAR03907	1.1.1.2	P14550	C00469;C00006	C00084;C00080;C00005
MAR04097	6.2.1.1	Q9NR19	C00033;C00002;C00010	C00024;C00020;C00013
MAR04099	6.2.1.1	Q9H6R3	C00033;C00002;C00010	C00024;C00020;C00013
MAR04099	6.2.1.1	Q9NUB1	C00033;C00002;C00010	C00024;C00020;C00013
MAR04108	6.2.1.1	Q9NR19	C05993;C00010	C00024;C00020;C00080
MAR04133	6.2.1.1	Q9NR19	C00033;C00002;C00080	C05993;C00013
MAR04281	1.1.1.27	P00338	C00080;C00004;C00022	C00186;C00003
MAR04281	1.1.1.27	P07195	C00080;C00004;C00022	C00186;C00003
MAR04388	1.1.1.27	Q6ZMR3	C00080;C00004;C00022	C00186;C00003
MAR04388	1.1.1.27	P07864	C00080;C00004;C00022	C00186;C00003
MAR04388	1.1.1.27	P00338	C00080;C00004;C00022	C00186;C00003
MAR04388	1.1.1.27	P07195	C00080;C00004;C00022	C00186;C00003
MAR04388	1.1.1.27	Q9BYZ2	C00080;C00004;C00022	C00186;C00003
MAR04283	1.2.1.5	P48448	C00084;C00001;C00006	C00033;C00080;C00005
MAR04283	1.2.1.5	P47895	C00084;C00001;C00006	C00033;C00080;C00005
MAR04283	1.2.1.5	P43353	C00084;C00001;C00006	C00033;C00080;C00005
MAR04283	1.2.1.5	P30838	C00084;C00001;C00006	C00033;C00080;C00005
MAR08357	1.2.1.3	P51648	C00084;C00001;C00003	C00033;C00080;C00004
MAR08357	1.2.1.3	P05091	C00084;C00001;C00003	C00033;C00080;C00004
MAR08357	1.2.1.3	P49189	C00084;C00001;C00003	C00033;C00080;C00004
MAR08357	1.2.1.3	P49419	C00084;C00001;C00003	C00033;C00080;C00004
MAR08357	1.2.1.3	P30837	C00084;C00001;C00003	C00033;C00080;C00004
MAR04379	2.7.1.11	P08237	C00002;C00085	C00008;C00354;C00080
MAR04379	2.7.1.11	Q01813	C00002;C00085	C00008;C00354;C00080
MAR04379	2.7.1.11	P17858	C00002;C00085	C00008;C00354;C00080
MAR04301	2.7.1.11	P08237	C00085;C00075	C00354;C00080;C00015
MAR04301	2.7.1.11	Q01813	C00085;C00075	C00354;C00080;C00015
MAR04301	2.7.1.11	P17858	C00085;C00075	C00354;C00080;C00015
MAR04355	4.1.2.13	P09972	C00111;C00279	C00447
MAR04355	4.1.2.13	P05062	C00111;C00279	C00447
MAR04358	2.7.1.40	P14618	C00008;C00080;C00074	C00002;C00022
MAR04358	2.7.1.40	P30613	C00008;C00080;C00074	C00002;C00022
MAR04360	1.2.1.49	Q8N4Q0	C00001;C00546;C00006	C00080;C00005;C00022
MAR04363	4.2.1.11	P09104	C00631	C00001;C00074
MAR04363	4.2.1.11	P06733	C00631	C00001;C00074
MAR04363	4.2.1.11	P13929	C00631	C00001;C00074
MAR04365	5.4.2.11	P18669	C00631	C00197
MAR04365	5.4.2.11	P15259	C00631	C00197
MAR04365	5.4.2.11	Q8N0Y7	C00631	C00197
MAR04365	5.4.2.11	P07738	C00631	C00197
MAR04368	2.7.2.3	P00558	C00236;C00008	C00197;C00002
MAR04368	2.7.2.3	P07205	C00236;C00008	C00197;C00002
MAR04368	2.7.2.3	P54108	C00236;C00008	C00197;C00002
MAR04370	3.6.1.7	P14621	C00236;C00001	C00197;C00080;C00009
MAR04370	3.6.1.7	P07311	C00236;C00001	C00197;C00080;C00009
MAR04371	5.4.2.1	P18669	C00236	C01159;C00080
MAR04371	5.4.2.1	P15259	C00236	C01159;C00080
MAR04371	5.4.2.1	Q8N0Y7	C00236	C01159;C00080
MAR04371	5.4.2.1	P07738	C00236	C01159;C00080
MAR04371	5.4.2.4	P18669	C00236	C01159;C00080
MAR04371	5.4.2.4	P15259	C00236	C01159;C00080
MAR04371	5.4.2.4	Q8N0Y7	C00236	C01159;C00080
MAR04371	5.4.2.4	P07738	C00236	C01159;C00080
MAR04372	3.1.3.13	P14621	C01159;C00001	C00197;C00009
MAR04372	3.1.3.13	P07311	C01159;C00001	C00197;C00009
MAR04373	1.2.1.12	O14556	C00236;C00080;C00004	C00118;C00003;C00009
MAR04373	1.2.1.12	P04406	C00236;C00080;C00004	C00118;C00003;C00009
MAR04375	4.1.2.13	P04075	C00111;C00118	C00354
MAR04375	4.1.2.13	P09972	C00111;C00118	C00354
MAR04375	4.1.2.13	P05062	C00111;C00118	C00354
MAR04377	3.1.3.11	P09467	C00354;C00001	C00085;C00009
MAR04377	3.1.3.11	O00757	C00354;C00001	C00085;C00009
MAR04381	5.3.1.9	P06744	C00085	C00092
MAR04391	5.3.1.1	P60174	C00111	C00118
MAR04394	2.7.1.1	P52789	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.1	P19367	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.1	P52790	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.1	P35557	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.1	Q2TB90	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.2	P52789	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.2	P19367	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.2	P52790	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.2	P35557	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.2	Q2TB90	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.147	P52789	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.147	P19367	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.147	P52790	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.147	P35557	C00002;C00031	C00008;C00092;C00080
MAR04394	2.7.1.147	Q2TB90	C00002;C00031	C00008;C00092;C00080
MAR04396	5.4.2.2	Q96G03	C00103	C00092
MAR04396	5.4.2.2	P36871	C00103	C00092
MAR04396	5.4.2.5	Q96G03	C00103	C00092
MAR04396	5.4.2.5	P36871	C00103	C00092
MAR04396	5.4.2.6	Q96G03	C00103	C00092
MAR04396	5.4.2.6	P36871	C00103	C00092
MAR04396	5.2.2.2	Q96G03	C00103	C00092
MAR04396	5.2.2.2	P36871	C00103	C00092
MAR04521	3.1.3.9	P35575	C00092;C00001	C00031;C00009
MAR04521	3.1.3.9	Q9BUM1	C00092;C00001	C00031;C00009
MAR04521	3.1.3.9	Q9NQR9	C00092;C00001	C00031;C00009
MAR06412	2.3.1.12	O00330	C00010;C01136	C00024;C00579
MAR06412	2.3.1.12	P10515	C00010;C01136	C00024;C00579
MAR07745	5.1.3.3	Q96C23	C00221	C00031
MAR07747	2.7.1.147	Q9BRR6	C00008;C00031	C00020;C00092;C00080
MAR08360	1.11.1.6	P04040	C00469;C00027	C00084;C00001
MAR08652	3.1.3.9	P35575	C00169;C00031	C00011;C00092;C00014
MAR08652	3.1.3.9	Q9BUM1	C00169;C00031	C00011;C00092;C00014
MAR08652	3.1.3.9	Q9NQR9	C00169;C00031	C00011;C00092;C00014
MAR03989	3.2.1.20	P10253	C00001;C00208	C00031
MAR03989	3.2.1.20	Q8TET4	C00001;C00208	C00031
MAR03989	3.2.1.20	P20807	C00001;C00208	C00031
MAR03989	3.2.1.20	O43451	C00001;C00208	C00031
MAR04122	1.1.1.22	O60701	C00001;C00003;C00029	C00080;C00004;C00167
MAR04837	3.2.1.28	Q32M88	C00001;C01083	C00031
MAR04837	3.2.1.28	O43280	C00001;C01083	C00031
MAR05395	2.4.1.186	P46976	C01702;C00029	NaN;C00080;C00015
MAR05395	2.4.1.186	O15488	C01702;C00029	NaN;C00080;C00015
MAR05396	2.4.1.11	P46976	NaN;C00029	NaN;C00080;C00015
MAR05396	2.4.1.11	O15488	NaN;C00029	NaN;C00080;C00015
MAR05396	2.4.1.11	P54840	NaN;C00029	NaN;C00080;C00015
MAR05396	2.4.1.11	P13807	NaN;C00029	NaN;C00080;C00015
MAR09727	2.4.1.11	P54840	C00029	C00080;C00015;C00182
MAR09727	2.4.1.11	P13807	C00029	C00080;C00015;C00182
MAR09727	2.4.1.11	Q9UQK1	C00029	C00080;C00015;C00182
MAR09727	2.4.1.11	Q86XI6	C00029	C00080;C00015;C00182
MAR05397	2.4.1.18	Q04446	NaN	NaN
MAR05398	2.4.1.1	P06737	NaN;C00009	C00103;NaN
MAR05398	2.4.1.1	P11216	NaN;C00009	C00103;NaN
MAR05398	2.4.1.1	P11217	NaN;C00009	C00103;NaN
MAR05399	2.4.1.25	P35573	NaN	NaN
MAR05400	3.2.1.33	P35573	NaN;C00001	C00031;NaN
MAR05401	2.4.1.1	P06737	NaN;C00009	C00103;C01702
MAR05401	2.4.1.1	P11216	NaN;C00009	C00103;C01702
MAR05401	2.4.1.1	P11217	NaN;C00009	C00103;C01702
MAR08568	3.2.1.1	Q6UWQ5	C00001;NaN	C02336;NaN
MAR08568	3.2.1.1	P0DTE7	C00001;NaN	C02336;NaN
MAR08568	3.2.1.1	P0DTE8	C00001;NaN	C02336;NaN
MAR08568	3.2.1.1	P0DUB6	C00001;NaN	C02336;NaN
MAR08568	3.2.1.1	P04746	C00001;NaN	C02336;NaN
MAR08568	3.2.1.1	P19961	C00001;NaN	C02336;NaN
MAR08569	3.2.1.1	Q6UWQ5	C00001;NaN	C00031;NaN
MAR08569	3.2.1.1	P0DTE7	C00001;NaN	C00031;NaN
MAR08569	3.2.1.1	P0DTE8	C00001;NaN	C00031;NaN
MAR08569	3.2.1.1	P0DUB6	C00001;NaN	C00031;NaN
MAR08569	3.2.1.1	P04746	C00001;NaN	C00031;NaN
MAR08569	3.2.1.1	P19961	C00001;NaN	C00031;NaN
MAR08570	3.2.1.1	Q6UWQ5	C00001;NaN	C02336;NaN
MAR08570	3.2.1.1	P0DTE7	C00001;NaN	C02336;NaN
MAR08570	3.2.1.1	P0DTE8	C00001;NaN	C02336;NaN
MAR08570	3.2.1.1	P0DUB6	C00001;NaN	C02336;NaN
MAR08570	3.2.1.1	P04746	C00001;NaN	C02336;NaN
MAR08570	3.2.1.1	P19961	C00001;NaN	C02336;NaN
MAR08571	3.2.1.1	Q6UWQ5	C00001;NaN	C00031;NaN
MAR08571	3.2.1.1	P0DTE7	C00001;NaN	C00031;NaN
MAR08571	3.2.1.1	P0DTE8	C00001;NaN	C00031;NaN
MAR08571	3.2.1.1	P0DUB6	C00001;NaN	C00031;NaN
MAR08571	3.2.1.1	P04746	C00001;NaN	C00031;NaN
MAR08571	3.2.1.1	P19961	C00001;NaN	C00031;NaN
MAR08572	3.2.1.1	Q6UWQ5	C00001;NaN	C02336;C01936
MAR08572	3.2.1.1	P0DTE7	C00001;NaN	C02336;C01936
MAR08572	3.2.1.1	P0DTE8	C00001;NaN	C02336;C01936
MAR08572	3.2.1.1	P0DUB6	C00001;NaN	C02336;C01936
MAR08572	3.2.1.1	P04746	C00001;NaN	C02336;C01936
MAR08572	3.2.1.1	P19961	C00001;NaN	C02336;C01936
MAR08573	3.2.1.1	Q6UWQ5	C00001;NaN	C00031;C01936
MAR08573	3.2.1.1	P0DTE7	C00001;NaN	C00031;C01936
MAR08573	3.2.1.1	P0DTE8	C00001;NaN	C00031;C01936
MAR08573	3.2.1.1	P0DUB6	C00001;NaN	C00031;C01936
MAR08573	3.2.1.1	P04746	C00001;NaN	C00031;C01936
MAR08573	3.2.1.1	P19961	C00001;NaN	C00031;C01936
MAR08574	3.2.1.1	Q6UWQ5	C00001;C01936	C02336;NaN
MAR08574	3.2.1.1	P0DTE7	C00001;C01936	C02336;NaN
MAR08574	3.2.1.1	P0DTE8	C00001;C01936	C02336;NaN
MAR08574	3.2.1.1	P0DUB6	C00001;C01936	C02336;NaN
MAR08574	3.2.1.1	P04746	C00001;C01936	C02336;NaN
MAR08574	3.2.1.1	P19961	C00001;C01936	C02336;NaN
MAR08575	3.2.1.1	Q6UWQ5	C00001;C01936	C00031;NaN
MAR08575	3.2.1.1	P0DTE7	C00001;C01936	C00031;NaN
MAR08575	3.2.1.1	P0DTE8	C00001;C01936	C00031;NaN
MAR08575	3.2.1.1	P0DUB6	C00001;C01936	C00031;NaN
MAR08575	3.2.1.1	P04746	C00001;C01936	C00031;NaN
MAR08575	3.2.1.1	P19961	C00001;C01936	C00031;NaN
MAR08576	3.2.1.1	Q6UWQ5	C00001;NaN	C02336;C02052
MAR08576	3.2.1.1	P0DTE7	C00001;NaN	C02336;C02052
MAR08576	3.2.1.1	P0DTE8	C00001;NaN	C02336;C02052
MAR08576	3.2.1.1	P0DUB6	C00001;NaN	C02336;C02052
MAR08576	3.2.1.1	P04746	C00001;NaN	C02336;C02052
MAR08576	3.2.1.1	P19961	C00001;NaN	C02336;C02052
MAR08577	3.2.1.1	Q6UWQ5	C00001;NaN	C00031;C02052
MAR08577	3.2.1.1	P0DTE7	C00001;NaN	C00031;C02052
MAR08577	3.2.1.1	P0DTE8	C00001;NaN	C00031;C02052
MAR08577	3.2.1.1	P0DUB6	C00001;NaN	C00031;C02052
MAR08577	3.2.1.1	P04746	C00001;NaN	C00031;C02052
MAR08577	3.2.1.1	P19961	C00001;NaN	C00031;C02052
MAR08578	3.2.1.1	Q6UWQ5	C00001;C02052	C02336;C01835
MAR08578	3.2.1.1	P0DTE7	C00001;C02052	C02336;C01835
MAR08578	3.2.1.1	P0DTE8	C00001;C02052	C02336;C01835
MAR08578	3.2.1.1	P0DUB6	C00001;C02052	C02336;C01835
MAR08578	3.2.1.1	P04746	C00001;C02052	C02336;C01835
MAR08578	3.2.1.1	P19961	C00001;C02052	C02336;C01835
MAR08579	3.2.1.1	Q6UWQ5	C00001;C02052	C00031;C01835
MAR08579	3.2.1.1	P0DTE7	C00001;C02052	C00031;C01835
MAR08579	3.2.1.1	P0DTE8	C00001;C02052	C00031;C01835
MAR08579	3.2.1.1	P0DUB6	C00001;C02052	C00031;C01835
MAR08579	3.2.1.1	P04746	C00001;C02052	C00031;C01835
MAR08579	3.2.1.1	P19961	C00001;C02052	C00031;C01835
MAR08581	3.2.1.1	Q6UWQ5	C00001;C01835	C00031;C00208
MAR08581	3.2.1.1	P0DTE7	C00001;C01835	C00031;C00208
MAR08581	3.2.1.1	P0DTE8	C00001;C01835	C00031;C00208
MAR08581	3.2.1.1	P0DUB6	C00001;C01835	C00031;C00208
MAR08581	3.2.1.1	P04746	C00001;C01835	C00031;C00208
MAR08581	3.2.1.1	P19961	C00001;C01835	C00031;C00208
MAR08591	3.2.1.20	Q8TET4	C00001;C01835	C00031;C00208
MAR08591	3.2.1.20	O43451	C00001;C01835	C00031;C00208
MAR08592	3.2.1.20	P10253	C00001;C01835	C00031;C00208
MAR08580	3.2.1.1	Q6UWQ5	C00001;C01835	C02336;C00208
MAR08580	3.2.1.1	P0DTE7	C00001;C01835	C02336;C00208
MAR08580	3.2.1.1	P0DTE8	C00001;C01835	C02336;C00208
MAR08580	3.2.1.1	P0DUB6	C00001;C01835	C02336;C00208
MAR08580	3.2.1.1	P04746	C00001;C01835	C02336;C00208
MAR08580	3.2.1.1	P19961	C00001;C01835	C02336;C00208
MAR08582	3.2.1.1	Q6UWQ5	C00001;C00208	C02336
MAR08582	3.2.1.1	P0DTE7	C00001;C00208	C02336
MAR08582	3.2.1.1	P0DTE8	C00001;C00208	C02336
MAR08582	3.2.1.1	P0DUB6	C00001;C00208	C02336
MAR08582	3.2.1.1	P04746	C00001;C00208	C02336
MAR08582	3.2.1.1	P19961	C00001;C00208	C02336
MAR08587	3.2.1.20	Q8TET4	C00001;C00208	C00031
MAR08587	3.2.1.20	O43451	C00001;C00208	C00031
MAR08589	3.2.1.20	P10253	C00001;C00208	C00031
MAR08583	3.2.1.3	O43451	C00001;NaN	C00031;NaN
MAR08584	3.2.1.10	P14410	C00001;NaN	C00031;C00208
MAR08585	2.7.1.106	Q6PCE3	C00236;C00103	C00197;C01231
MAR03944	2.7.7.9	Q16851	C00103;C00080;C00075	C00013;C00029
MAR04128	5.1.3.2	Q14376	C00052	C00029
MAR04130	2.7.1.6	P51570	C00002;C00984	C00008;C00446;C00080
MAR04130	2.7.1.6	Q01415	C00002;C00984	C00008;C00446;C00080
MAR04131	2.7.7.12	P07902	C00103;C00052	C00446;C00029
MAR04132	2.7.7.12	P07902	C03384;C00029	C00103;C00052
MAR04303	3.2.1.10	P10253	C00001;C00089	C02336;C00031
MAR04303	3.2.1.10	Q8TET4	C00001;C00089	C02336;C00031
MAR04303	3.2.1.10	P14410	C00001;C00089	C02336;C00031
MAR04303	3.2.1.10	O43451	C00001;C00089	C02336;C00031
MAR04303	3.2.1.20	P10253	C00001;C00089	C02336;C00031
MAR04303	3.2.1.20	Q8TET4	C00001;C00089	C02336;C00031
MAR04303	3.2.1.20	P14410	C00001;C00089	C02336;C00031
MAR04303	3.2.1.20	O43451	C00001;C00089	C02336;C00031
MAR04303	3.2.1.48	P10253	C00001;C00089	C02336;C00031
MAR04303	3.2.1.48	Q8TET4	C00001;C00089	C02336;C00031
MAR04303	3.2.1.48	P14410	C00001;C00089	C02336;C00031
MAR04303	3.2.1.48	O43451	C00001;C00089	C02336;C00031
MAR04414	2.7.1.6	Q96M60	C00002;C00984	C00008;C03384;C00080
MAR04414	2.7.1.6	P51570	C00002;C00984	C00008;C03384;C00080
MAR04414	2.7.1.6	Q01415	C00002;C00984	C00008;C03384;C00080
MAR04415	3.2.1.23	P09848	C00001;C00243	C00984;C00031
MAR04415	3.2.1.23	Q6ZT21	C00001;C00243	C00984;C00031
MAR04415	3.2.1.23	P16278	C00001;C00243	C00984;C00031
MAR04415	3.2.1.23	Q6UWU2	C00001;C00243	C00984;C00031
MAR04415	3.2.1.108	P09848	C00001;C00243	C00984;C00031
MAR04415	3.2.1.108	Q6ZT21	C00001;C00243	C00984;C00031
MAR04415	3.2.1.108	P16278	C00001;C00243	C00984;C00031
MAR04415	3.2.1.108	Q6UWU2	C00001;C00243	C00984;C00031
MAR04416	3.2.1.22	P06280	C05401;C00001	C00984;C00116
MAR04416	3.2.1.22	P16278	C05401;C00001	C00984;C00116
MAR04416	3.2.1.22	P83881	C05401;C00001	C00984;C00116
MAR04416	3.2.1.23	P06280	C05401;C00001	C00984;C00116
MAR04416	3.2.1.23	P16278	C05401;C00001	C00984;C00116
MAR04416	3.2.1.23	P83881	C05401;C00001	C00984;C00116
MAR04831	1.1.99.13	NaN	C00243;C00003	C05403;C00080;C00004
MAR04832	3.2.1.23	P09848	C05394;C00031	C05403;C00001
MAR04832	3.2.1.23	Q6ZT21	C05394;C00031	C05403;C00001
MAR04832	3.2.1.23	P16278	C05394;C00031	C05403;C00001
MAR04832	3.2.1.23	Q6UWU2	C05394;C00031	C05403;C00001
MAR07674	2.4.1.22	P00709	C00031;C00052	C00080;C00243;C00015
MAR07674	2.4.1.22	O60909	C00031;C00052	C00080;C00243;C00015
MAR07674	2.4.1.22	P15291	C00031;C00052	C00080;C00243;C00015
MAR08761	2.7.1.3	P50053	C00002;C00795	C00008;C01097;C00080
MAR08762	4.1.2.13	P04075	C01097	C00111;C02154
MAR08762	4.1.2.13	P09972	C01097	C00111;C02154
MAR08762	4.1.2.13	P05062	C01097	C00111;C02154
MAR08764	3.2.1.108	P09848	C00001;C00243	C00984;C00031
MAR08766	1.1.1.21	O60218	C00984;C00080;C00005	C01697;C00006
MAR08766	1.1.1.21	P15121	C00984;C00080;C00005	C01697;C00006
MAR08767	2.7.7.12	P07902	C00446;C00080;C00075	C00013;C00052
MAR00454	2.7.1.28	NaN	C00002;C02154	C00008;C00118;C00080
MAR04297	2.7.1.105	O60825	C00002;C00085	C00008;C00665;C00080
MAR04297	2.7.1.105	Q16877	C00002;C00085	C00008;C00665;C00080
MAR04297	2.7.1.105	P16118	C00002;C00085	C00008;C00665;C00080
MAR04297	2.7.1.105	Q16875	C00002;C00085	C00008;C00665;C00080
MAR04310	2.7.1.3	P50053	C00002;C02336	C00008;C01094;C00080
MAR04315	1.1.1.14	Q00796	C00794;C00003	C02336;C00080;C00004
MAR04316	1.1.1.21	O60218	C00794;C00006	C00031;C00080;C00005
MAR04316	1.1.1.21	P15121	C00794;C00006	C00031;C00080;C00005
MAR04317	2.7.1.-	Q9HA64	C00002;C00794	C00008;C00080;NaN
MAR04317	2.7.1.-	Q5SY16	C00002;C00794	C00008;C00080;NaN
MAR04317	2.7.1.-	Q9H479	C00002;C00794	C00008;C00080;NaN
MAR04317	2.7.1.-	Q96C11	C00002;C00794	C00008;C00080;NaN
MAR04317	2.7.1.-	O75063	C00002;C00794	C00008;C00080;NaN
MAR04318	2.7.1.-	Q9HA64	C00002;C02336	C00008;NaN;C00080
MAR04318	2.7.1.-	Q5SY16	C00002;C02336	C00008;NaN;C00080
MAR04318	2.7.1.-	Q9H479	C00002;C02336	C00008;NaN;C00080
MAR04318	2.7.1.-	Q96C11	C00002;C02336	C00008;NaN;C00080
MAR04318	2.7.1.-	O75063	C00002;C02336	C00008;NaN;C00080
MAR04319	2.7.1.1	P19367	C00002;C02336	C00008;C00085;C00080
MAR04319	2.7.1.1	P52789	C00002;C02336	C00008;C00085;C00080
MAR04319	2.7.1.1	P52790	C00002;C02336	C00008;C00085;C00080
MAR04319	2.7.1.1	Q2TB90	C00002;C02336	C00008;C00085;C00080
MAR04320	2.7.1.-	Q9HA64	C00002;C00636	C00008;C03693;C00080
MAR04320	2.7.1.-	Q5SY16	C00002;C00636	C00008;C03693;C00080
MAR04320	2.7.1.-	Q9H479	C00002;C00636	C00008;C03693;C00080
MAR04320	2.7.1.-	Q96C11	C00002;C00636	C00008;C03693;C00080
MAR04320	2.7.1.-	O75063	C00002;C00636	C00008;C03693;C00080
MAR04356	4.1.2.13	P04075	C00111;C02154	C01094
MAR04356	4.1.2.13	P09972	C00111;C02154	C01094
MAR04356	4.1.2.13	P05062	C00111;C02154	C01094
MAR04383	5.3.1.8	P34949	C00085	C00275
MAR04385	5.4.2.8	Q9Y535	C00275	C00636
MAR04385	5.4.2.8	Q92871	C00275	C00636
MAR04385	5.4.2.8	O15305	C00275	C00636
MAR04386	2.7.7.22	Q5XPI4	C00035;C00080;C00636	C00096;C00009
MAR04386	2.7.7.22	Q9Y5P6	C00035;C00080;C00636	C00096;C00009
MAR04386	2.7.7.13	Q5XPI4	C00035;C00080;C00636	C00096;C00009
MAR04386	2.7.7.13	Q9Y5P6	C00035;C00080;C00636	C00096;C00009
MAR04387	2.7.7.13	Q9Y5P6	C00044;C00080;C00636	C00096;C00013
MAR04399	4.2.1.47	O60547	C00096	C01222;C00001
MAR04400	1.1.1.271	Q13630	C01222;C00080;C00004	C00325;C00003
MAR04401	2.7.7.30	Q59H18	C00044;C00080;C02985	C00325;C00013
MAR04401	2.7.7.30	O14772	C00044;C00080;C02985	C00325;C00013
MAR04402	2.7.1.52	Q8N0W3	C01019;C00002	C00008;C00080;C02985
MAR04403	5.3.1.25	NaN	C01019	C01721
MAR04490	2.7.1.1	P19367	C00002;C00159	C00008;C00080;C00275
MAR04490	2.7.1.1	P52789	C00002;C00159	C00008;C00080;C00275
MAR04490	2.7.1.1	P52790	C00002;C00159	C00008;C00080;C00275
MAR04490	2.7.1.1	Q2TB90	C00002;C00159	C00008;C00080;C00275
MAR04706	3.1.3.46	Q16877	C00665;C00001	C00085;C00009
MAR04706	3.1.3.46	Q9NQ88	C00665;C00001	C00085;C00009
MAR04706	3.1.3.46	P16118	C00665;C00001	C00085;C00009
MAR04706	3.1.3.46	Q16875	C00665;C00001	C00085;C00009
MAR04706	3.1.3.46	O60825	C00665;C00001	C00085;C00009
MAR04706	3.1.3.11	Q16877	C00665;C00001	C00085;C00009
MAR04706	3.1.3.11	Q9NQ88	C00665;C00001	C00085;C00009
MAR04706	3.1.3.11	P16118	C00665;C00001	C00085;C00009
MAR04706	3.1.3.11	Q16875	C00665;C00001	C00085;C00009
MAR04706	3.1.3.11	O60825	C00665;C00001	C00085;C00009
MAR08768	1.1.1.271	Q13630	C01222;C00080;C00005	C00325;C00006
MAR04590	1.1.1.10	Q7Z4W1	C00080;C00312;C00005	C00006;C00379
MAR04591	1.1.1.15	Q9BV79	C00003;C00379	C00080;C00312;C00004
MAR04591	1.1.1.15	Q9BY49	C00003;C00379	C00080;C00312;C00004
MAR04592	1.1.1.21	O60218	C00181;C00080;C00005	C00006;C00379
MAR04592	1.1.1.21	P15121	C00181;C00080;C00005	C00006;C00379
MAR04593	1.1.1.9	Q00796	C00003;C00379	C00310;C00080;C00004
MAR04594	1.1.1.179	Q9UQ10	C00181;C00006	C02266;C00080;C00005
MAR04595	2.7.1.17	O75191	C00008;C00231;C00080	C00002;C00310
MAR08341	1.1.1.21	O43488	C00080;C00259;C00005	C00532;C00006
MAR08341	1.1.1.21	P15121	C00080;C00259;C00005	C00532;C00006
MAR08341	1.1.1.21	P14550	C00080;C00259;C00005	C00532;C00006
MAR08341	1.1.1.2	O43488	C00080;C00259;C00005	C00532;C00006
MAR08341	1.1.1.2	P15121	C00080;C00259;C00005	C00532;C00006
MAR08341	1.1.1.2	P14550	C00080;C00259;C00005	C00532;C00006
MAR08727	2.4.1.117	Q9Y673	C00001;C00167	C05385;C00080;C00105
MAR08729	4.1.1.35	Q8NBZ7	C00001;C00167	C00191;C00080;C00015
MAR06537	1.1.1.2	P14550	C00191;C00080;C00005	C00800;C00006
MAR01568	1.2.1.4	P48448	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.4	P47895	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.4	P43353	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.4	P30838	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.5	P48448	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.5	P47895	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.5	P43353	C00084;C00001;C00003	C00033;C00080;C00004
MAR01568	1.2.1.5	P30838	C00084;C00001;C00003	C00033;C00080;C00004
MAR03853	4.4.1.5	Q04760	C00051;C00546	C03451
MAR03853	4.4.1.5	Q9HC38	C00051;C00546	C03451
MAR03854	1.1.1.21	O60218	C00080;C00546;C00004	C05999;C00003
MAR03854	1.1.1.21	P15121	C00080;C00546;C00004	C05999;C00003
MAR03855	1.1.1.21	O60218	C00080;C05999;C00005	C00006;C00583
MAR03855	1.1.1.21	P15121	C00080;C05999;C00005	C00006;C00583
