RxnID	EC_Code	Uniprot	KEGG_Substrate	KEGG_Product
MAR06999	1.14.14.1	P11712	C14852;C00080;C00005;C00007	C14853;C00001;C00006
MAR06999	1.14.14.1	P04798	C14852;C00080;C00005;C00007	C14853;C00001;C00006
MAR06999	1.14.14.1	P08684	C14852;C00080;C00005;C00007	C14853;C00001;C00006
MAR07000	1.14.14.1	P33260	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P33261	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	Q9HB55	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P24462	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P20815	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	Q16678	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P10632	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P11712	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P04798	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07000	1.14.14.1	P08684	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07001	1.14.14.1	P33260	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P33261	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	Q9HB55	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P24462	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P20815	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	Q16678	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P10632	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P11712	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P04798	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07001	1.14.14.1	P08684	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07002	1.14.14.1	P33260	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P33261	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	Q9HB55	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P24462	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P20815	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	Q16678	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P10632	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P11712	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P04798	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07002	1.14.14.1	P08684	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07003	2.5.1.18	P08263	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P28161	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	Q9Y2Q3	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	O15217	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P21266	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P09488	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P46439	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	Q99735	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P10620	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	O14880	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	Q9H4Y5	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	Q03013	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P09211	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P09210	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	Q16772	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	P78417	C14786;C00051	C14791;C00080
MAR07003	2.5.1.18	Q7RTV2	C14786;C00051	C14791;C00080
MAR07004	3.3.2.9	P07099	C14786;C00001	C06205
MAR07005	1.3.1.20	Q9UQ10	C06205;C00006	C00080;C00005;C03012
MAR07005	1.3.1.20	P52895	C06205;C00006	C00080;C00005;C03012
MAR07005	1.3.1.20	Q04828	C06205;C00006	C00080;C00005;C03012
MAR07005	1.3.1.20	P17516	C06205;C00006	C00080;C00005;C03012
MAR07005	1.3.1.20	P42330	C06205;C00006	C00080;C00005;C03012
MAR07013	2.5.1.18	P08263	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P28161	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	Q9Y2Q3	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	O15217	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P21266	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P09488	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P46439	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	Q99735	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P10620	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	O14880	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	Q9H4Y5	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	Q03013	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P09211	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P09210	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	Q16772	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	P78417	C14787;C00051	C14792;C00080
MAR07013	2.5.1.18	Q7RTV2	C14787;C00051	C14792;C00080
MAR07014	3.3.2.9	P07099	C14787;C00001	C06205
MAR07017	1.14.14.1	P33260	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P33261	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	Q9HB55	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P24462	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P20815	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	Q16678	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P10632	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P11712	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P04798	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07017	1.14.14.1	P08684	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07018	1.14.14.1	P05177	C06800;C00080;C00005;C00007	C16756;C00001;C00006
MAR07019	1.14.14.1	P33260	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P33261	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	Q9HB55	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P24462	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P20815	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	Q16678	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P10632	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P11712	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P04798	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07019	1.14.14.1	P08684	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07020	1.14.14.1	P05177	C06800;C00080;C00005;C00007	C19595;C00001;C00006
MAR07021	1.14.14.1	P33260	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P33261	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	Q9HB55	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P24462	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P20815	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	Q16678	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P10632	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P11712	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P04798	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07021	1.14.14.1	P08684	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07022	2.5.1.18	P08263	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P28161	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	Q9Y2Q3	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	O15217	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P21266	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P09488	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P46439	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	Q99735	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P10620	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	O14880	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	Q9H4Y5	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	Q03013	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P09211	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P09210	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	Q16772	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	P78417	C19586;C00051;C00080	C11278
MAR07022	2.5.1.18	Q7RTV2	C19586;C00051;C00080	C11278
MAR07023	3.3.2.9	P07099	C19586;C00001	C19588
MAR07025	1.1.1.11	O43488	C19589;C00080	C19591
MAR07025	1.1.1.11	O95154	C19589;C00080	C19591
MAR07026	1.1.1.11	O43488	C19591;C00080	C19590
MAR07026	1.1.1.11	O95154	C19591;C00080	C19590
MAR07027	1.1.1.11	O43488	C19589;C00080	C19592
MAR07027	1.1.1.11	O95154	C19589;C00080	C19592
MAR07028	1.1.1.11	O43488	C19592;C00080	C19590
MAR07028	1.1.1.11	O95154	C19592;C00080	C19590
MAR07029	2.5.1.18	P08263	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P28161	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	Q9Y2Q3	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	O15217	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P21266	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P09488	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P46439	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	Q99735	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P10620	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	O14880	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	Q9H4Y5	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	Q03013	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P09211	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P09210	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	Q16772	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	P78417	C00051;C06790	C01327;C14868
MAR07029	2.5.1.18	Q7RTV2	C00051;C06790	C01327;C14868
MAR07030	1.14.14.1	P33260	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P33261	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	Q9HB55	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P24462	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P20815	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	Q16678	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P10632	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P11712	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P04798	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07030	1.14.14.1	P08684	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07033	1.14.14.1	P33260	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P33261	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	Q9HB55	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P24462	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P20815	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	Q16678	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P10632	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P11712	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P04798	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07033	1.14.14.1	P08684	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07035	1.2.1.5	P48448	C06899;C00003	C00080;C00004;C11150
MAR07035	1.2.1.5	P47895	C06899;C00003	C00080;C00004;C11150
MAR07035	1.2.1.5	P43353	C06899;C00003	C00080;C00004;C11150
MAR07035	1.2.1.5	P30838	C06899;C00003	C00080;C00004;C11150
MAR07036	1.14.14.1	P33260	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P33261	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	Q9HB55	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P24462	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P20815	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	Q16678	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P10632	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P11712	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P04798	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07036	1.14.14.1	P08684	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07038	1.1.1.1	P11766	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	Q8IWW8	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	P07327	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	P40394	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	P00326	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	P08319	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	P00325	C06899;C00080;C00004	C00001;C00003;C07490
MAR07038	1.1.1.1	P28332	C06899;C00080;C00004	C00001;C00003;C07490
MAR07039	2.4.1.17	P16662	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q9BY64	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	O60656	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P19224	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	O75795	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P54855	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q9HAW9	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q9HAW7	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q6NUS8	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P06133	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P22310	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q6UWM9	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P35504	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P36537	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	O75310	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P35503	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q3SY77	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P0DTE4	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	Q9HAW8	C07490;C00167	C00080;C14869;C00015
MAR07039	2.4.1.17	P22309	C07490;C00167	C00080;C14869;C00015
MAR07040	1.14.14.1	P33260	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P33261	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	Q9HB55	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P24462	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P20815	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	Q16678	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P10632	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P11712	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P04798	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07040	1.14.14.1	P08684	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07041	2.5.1.18	P08263	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P28161	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	Q9Y2Q3	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	O15217	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P21266	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P09488	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P46439	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	Q99735	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P10620	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	O14880	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	Q9H4Y5	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	Q03013	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P09211	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P09210	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	Q16772	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	P78417	C14839;C00051;C00080	C14847
MAR07041	2.5.1.18	Q7RTV2	C14839;C00051;C00080	C14847
MAR07042	3.3.2.9	P07099	C14839;C00001	C14844
MAR07044	1.14.14.1	P05181	C14453;C00080;C00005;C00007	C14845;C00001;C00006
MAR07048	1.14.14.1	P33260	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P33261	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	Q9HB55	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P24462	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P20815	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	Q16678	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P10632	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P11712	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P04798	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07048	1.14.14.1	P08684	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07050	2.5.1.18	P08263	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P28161	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	Q9Y2Q3	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	O15217	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P21266	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P09488	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P46439	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	Q99735	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P10620	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	O14880	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	Q9H4Y5	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	Q03013	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P09211	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P09210	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	Q16772	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	P78417	C14840;C00051;C00080	C14848
MAR07050	2.5.1.18	Q7RTV2	C14840;C00051;C00080	C14848
MAR07051	3.3.2.9	P07099	C14840;C00001	C14842
MAR07052	1.14.14.1	Q16678	C19488;C00080;C00005;C00007	C19489;C00001;C00006
MAR07053	1.14.14.1	P33260	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P33261	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	Q9HB55	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P24462	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P20815	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	Q16678	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P10632	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P11712	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P04798	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07053	1.14.14.1	P08684	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07054	1.14.14.1	P33260	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P33261	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	Q9HB55	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P24462	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P20815	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	Q16678	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P10632	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P11712	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P04798	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07054	1.14.14.1	P08684	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07055	3.3.2.9	P07099	C19489;C00001	C19490
MAR07056	1.14.14.1	P33260	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P33261	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	Q9HB55	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P24462	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P20815	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	Q16678	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P10632	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P11712	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P04798	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07056	1.14.14.1	P08684	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07057	2.8.2.14	Q06520	C19561;C00053	C19562;C00054
MAR07058	3.3.2.9	P07099	C19604;C00001	C19607
MAR07059	1.1.1.146	Q9UQ10	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	P52895	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	O75828	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	P28845	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	Q04828	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	P16152	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	P17516	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.146	P42330	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	Q9UQ10	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	P52895	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	O75828	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	P28845	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	Q04828	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	P16152	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	P17516	C16453;C00080;C00005	C19574;C00006
MAR07059	1.1.1.184	P42330	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	Q9UQ10	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	P52895	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	O75828	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	P28845	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	Q04828	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	P16152	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	P17516	C16453;C00080;C00005	C19574;C00006
MAR07059	1.3.1.20	P42330	C16453;C00080;C00005	C19574;C00006
MAR07060	1.14.14.1	P33260	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P33261	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	Q9HB55	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P24462	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P20815	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	Q16678	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P10632	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P11712	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P04798	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07060	1.14.14.1	P08684	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07061	1.14.14.1	P05181	C16453;C00080;C00005;C00007	C19566;C00001;C00006
MAR07061	1.14.14.1	P11509	C16453;C00080;C00005;C00007	C19566;C00001;C00006
MAR07061	1.14.14.1	Q16696	C16453;C00080;C00005;C00007	C19566;C00001;C00006
MAR07061	1.14.14.1	P20853	C16453;C00080;C00005;C00007	C19566;C00001;C00006
